player,wins,win_pct,avg_set_diff,avg_point_diff,matches_played,unique_opponents,avg_opponent_win_pct,cluster,distance_to_centroid,cluster_description
Panteleev S.,16,0.5161290322580645,0.06451612903225806,-0.06451612903225806,31,7,0.47050835364785293,1,1.6247011296067415,Stronger performance
Parnyvoda I.,6,0.6,0.6,3.8,10,6,0.5347863777089783,1,1.9866963063314396,Stronger performance
Pavlyuk R.,7,0.7,1.5,6.1,10,7,0.49822222222222223,1,1.9346440668492768,Stronger performance
Plakhtyi B.,14,0.7,0.9,5.9,20,7,0.45999999999999996,1,1.323330025927427,Stronger performance
Plamadeala D.,22,0.7096774193548387,0.8387096774193549,3.4193548387096775,31,11,0.4574505477018605,1,1.0837372935637344,Stronger performance
Polak S.,6,0.6,0.4,3.8,10,7,0.43434782608695655,1,1.6425983014830465,Stronger performance
Portnov H.,6,0.6,0.3,-0.9,10,7,0.4627460317460318,1,1.6120626584828148,Stronger performance
Potapov M.,23,0.575,0.275,1.85,40,6,0.4729166666666667,1,1.3855946549235154,Stronger performance
Priadko S.,15,0.625,0.625,1.625,24,10,0.44545735297486,1,1.0904789272320778,Stronger performance
Prokopenko D.,8,0.5333333333333333,0.4,1.8666666666666667,15,10,0.4691914098972923,1,1.0107918152409237,Stronger performance
Prus S.,14,0.4827586206896552,0.1724137931034483,1.2413793103448276,29,8,0.49588631669943956,1,1.4772167609063884,Stronger performance
Pupik M.,12,0.6,1.0,4.1,20,11,0.5142906242956953,1,1.3601897398346101,Stronger performance
Rakov V.,6,0.6,0.6,6.0,10,8,0.5023809523809524,1,1.389124351422001,Stronger performance
Remen M.,16,0.6666666666666666,0.5416666666666666,1.7916666666666667,24,14,0.48821364954531926,1,1.4002671738111787,Stronger performance
Rotari A.,16,0.5925925925925926,0.6296296296296297,3.111111111111111,27,12,0.45663031885520516,1,1.0723074412948628,Stronger performance
Rulc L.,8,0.6666666666666666,1.1666666666666667,4.083333333333333,12,6,0.4867210960960961,1,1.3336997595620341,Stronger performance
Sapuzhak O.,9,0.6,0.4,2.2666666666666666,15,8,0.5069047619047619,1,1.0756578149728442,Stronger performance
Schmidtmayer F.,8,0.5333333333333333,0.4666666666666667,3.4,15,10,0.5019352780101998,1,1.1257086366874716,Stronger performance
Semenets S.,19,0.6333333333333333,0.5,2.9,30,13,0.47376472094214034,1,1.1211044909414938,Stronger performance
Skorobahatyi Y.,12,0.631578947368421,0.631578947368421,4.421052631578948,19,10,0.5133480760725343,1,1.1631763970181794,Stronger performance
Skoryk O.,18,0.72,0.96,4.8,25,9,0.4547095309868419,1,1.1721196396148008,Stronger performance
Slozka V.,48,0.6956521739130435,0.9130434782608695,5.36231884057971,69,12,0.47331607144169013,1,2.6263688771466467,Stronger performance
Sokolovskyi S.,19,0.95,2.25,11.3,20,6,0.4435593936139049,1,4.251859465092556,Stronger performance
Stacho L.,10,0.5,-0.1,1.15,20,12,0.4798653676189054,1,1.7017825987889341,Stronger performance
Stanciu D.,16,0.64,0.72,2.32,25,9,0.49305242966751917,1,0.48537092926755077,Stronger performance
Stoces L.,9,0.5625,0.3125,0.3125,16,9,0.4670770578399255,1,1.1598436586947842,Stronger performance
Takac J.,10,0.6666666666666666,0.7333333333333333,4.2,15,10,0.4662944718117132,1,0.769754498772055,Stronger performance
Timpu S.,8,0.5714285714285714,0.2857142857142857,1.7857142857142858,14,9,0.4745547341743715,1,0.8981598976059362,Stronger performance
Troian A.,8,0.5333333333333333,-0.06666666666666667,0.9333333333333333,15,11,0.5153405017921148,1,1.8663199136897375,Stronger performance
Tsoi K.,9,0.45,-0.1,0.55,20,10,0.48000591049817054,1,1.8209479956656738,Stronger performance
Tymchenko V.,14,0.56,0.36,-0.96,25,11,0.42784761904761903,1,2.0776434284049854,Stronger performance
Udovenko I.,18,0.72,0.8,3.28,25,17,0.4843969852187699,1,2.1905614548508994,Stronger performance
Ullman M.,9,0.45,-0.2,1.2,20,7,0.4771402359717577,1,1.9026096018731573,Stronger performance
Ungurean M.,14,0.5185185185185185,-0.037037037037037035,-0.5185185185185185,27,8,0.44286336041774904,1,1.9687890598920357,Stronger performance
Uzun N.,23,0.8518518518518519,1.4444444444444444,7.296296296296297,27,7,0.45406175200075755,1,2.4684212769611413,Stronger performance
Valuch Jr. R.,20,0.6896551724137931,0.8620689655172413,4.172413793103448,29,15,0.4921463140610146,1,1.7519593215512848,Stronger performance
Varga K.,6,0.6,0.9,3.2,10,7,0.46217391304347827,1,1.0938409289309408,Stronger performance
Vasylyshyn I.,19,0.6551724137931034,0.896551724137931,5.724137931034483,29,15,0.5026855569814133,1,1.9727226194714307,Stronger performance
Vedernicov A.,9,0.6428571428571429,0.9285714285714286,3.642857142857143,14,8,0.43940734188412206,1,1.3685396507135748,Stronger performance
Vesely F.,16,0.6666666666666666,1.0833333333333333,4.916666666666667,24,15,0.48325252335669,1,1.8134239628132902,Stronger performance
Veternik J.,9,0.6428571428571429,0.5714285714285714,2.5,14,12,0.5104537017205683,1,1.3182071834560614,Stronger performance
Veternik P.,10,0.6666666666666666,0.7333333333333333,1.8666666666666667,15,10,0.4846329029696169,1,0.6702484847384624,Stronger performance
Vilenchyts N.,5,0.5,0.2,0.2,10,5,0.5023692022263451,1,1.9945037639514744,Stronger performance
Virlan A.,10,0.45454545454545453,0.13636363636363635,2.227272727272727,22,7,0.4753069927488532,1,1.5357652795455918,Stronger performance
Vitek M.,16,0.5925925925925926,0.5555555555555556,1.6296296296296295,27,16,0.4671296773383636,1,1.934129926281221,Stronger performance
Vivatenko M.,7,0.7,1.3,6.1,10,6,0.4574472194472195,1,1.8744658787063078,Stronger performance
Voloshko V.,10,0.5,0.1,0.4,20,7,0.4993333333333333,1,1.643389762384801,Stronger performance
Vons V.,18,0.72,0.72,4.08,25,8,0.4315248751248751,1,1.5743393978685647,Stronger performance
Yakubov M.,13,0.52,0.08,0.64,25,11,0.47421899668958495,1,1.4223375772334028,Stronger performance
Yaremenko R.,35,0.7,0.82,4.7,50,14,0.461384126984127,1,2.0842721027063016,Stronger performance
Zaporojan V.,10,0.6666666666666666,0.7333333333333333,2.6,15,8,0.48867395871392033,1,0.6467817712697448,Stronger performance
Zdrenyk A.,7,0.7,0.7,1.3,10,5,0.51,1,1.6957171716031203,Stronger performance
Zelman D.,9,0.6,0.6,0.4666666666666667,15,11,0.4281159420289855,1,1.813323417771353,Stronger performance
Zemiantsev S.,38,0.5846153846153846,0.4153846153846154,2.2,65,5,0.4830769230769231,1,2.4280280551831104,Stronger performance
Zhurba A.,57,0.8636363636363636,1.8636363636363635,9.166666666666666,66,3,0.3803708729081864,1,4.967972045787028,Stronger performance
Ziakun V.,31,0.6326530612244898,0.5102040816326531,3.142857142857143,49,12,0.4274433871672767,1,2.1518488537232976,Stronger performance
Zimcik L.,10,0.625,0.875,2.8125,16,9,0.5198939360713577,1,1.3184293439413777,Stronger performance
Abraham P.,14,0.4375,-0.1875,-1.5625,32,19,0.49970606748571156,2,1.9477166653435911,High-activity balanced
Aristarkhov S.,21,0.42,-0.44,-1.94,50,18,0.501459518063596,2,1.663646919307706,High-activity balanced
Arzanov D.,33,0.6,0.4909090909090909,3.6,55,15,0.4686242152024735,2,1.8344940002881536,High-activity balanced
Babenko P.,37,0.5873015873015873,0.3492063492063492,2.2222222222222223,63,7,0.5480562793679344,2,2.3910745012402295,High-activity balanced
Balakiriev M.,37,0.5,0.1891891891891892,0.972972972972973,74,12,0.49541544315587693,2,1.3174729671470589,High-activity balanced
Bambutsa R.,24,0.4528301886792453,-0.2641509433962264,-2.2830188679245285,53,11,0.4986911393592362,2,1.0586146831599659,High-activity balanced
Baranovskiy S.,30,0.46153846153846156,-0.07692307692307693,-0.5846153846153846,65,5,0.5076923076923077,2,2.28454263491567,High-activity balanced
Barsa T.,18,0.4864864864864865,-0.13513513513513514,-1.027027027027027,37,23,0.506740311463134,2,2.7163111976890244,High-activity balanced
Bazany D.,12,0.5217391304347826,0.2608695652173913,1.391304347826087,23,15,0.5171925941791009,2,1.6284908750670914,High-activity balanced
Bielokon Y.,24,0.4444444444444444,-0.2037037037037037,0.5,54,10,0.4919319870697088,2,1.0317065969923025,High-activity balanced
Bindas O.,39,0.5735294117647058,0.3382352941176471,1.9264705882352942,68,9,0.5399549749516153,2,1.9793461320212493,High-activity balanced
Bondarenko I.,17,0.4857142857142857,0.08571428571428572,1.9428571428571428,35,13,0.5165743735918013,2,1.047046725006708,High-activity balanced
Brichacek D.,19,0.3958333333333333,-0.4375,-0.9375,48,20,0.49305549700770285,2,2.1005076742393594,High-activity balanced
Brozek M.,26,0.5909090909090909,0.4090909090909091,1.7727272727272727,44,21,0.4771758514823603,2,2.433041743208077,High-activity balanced
Bruk M.,8,0.5,0.125,1.9375,16,11,0.5623265579126939,2,2.595423962277192,High-activity balanced
Burdelnyi S.,12,0.375,-0.75,-2.90625,32,18,0.5222971231735186,2,2.369341875687092,High-activity balanced
Burenok D.,17,0.53125,-0.03125,1.21875,32,8,0.5340531842818428,2,1.9078227845900078,High-activity balanced
Cechvala R.,17,0.5862068965517241,0.27586206896551724,1.1724137931034482,29,18,0.48663721360608214,2,1.9059021828933373,High-activity balanced
Chaikovskyi B.,27,0.4576271186440678,-0.23728813559322035,-0.5084745762711864,59,8,0.4755609552144995,2,1.6993756720709516,High-activity balanced
Chelpanov S.,50,0.6410256410256411,0.48717948717948717,2.230769230769231,78,14,0.4954760448245716,2,1.969842041699314,High-activity balanced
Chepurnyi A.,36,0.5217391304347826,0.014492753623188406,-1.2173913043478262,69,11,0.5178439019395927,2,1.2577779949915129,High-activity balanced
Chernyshov D.,50,0.6756756756756757,0.8513513513513513,3.2972972972972974,74,14,0.48770132184359377,2,2.348248875391516,High-activity balanced
Chuhai S.,23,0.575,0.45,2.025,40,18,0.4915183392930172,2,1.738660059701319,High-activity balanced
Cioclea I.,18,0.4186046511627907,-0.20930232558139536,-0.8604651162790697,43,13,0.5707006026398375,2,2.1496500914464325,High-activity balanced
Danyliuk N.,57,0.6063829787234043,0.3191489361702128,0.6808510638297872,94,8,0.5263298105444694,2,2.821415796566111,High-activity balanced
Diachenko M.,38,0.4810126582278481,-0.189873417721519,-0.6962025316455697,79,9,0.5294274166287263,2,2.0174891658547436,High-activity balanced
Dobrzhinsky O.,12,0.34285714285714286,-0.5714285714285714,-0.6857142857142857,35,14,0.5046950199950943,2,1.6103297715753362,High-activity balanced
Dovzhenko S.,18,0.6,0.2,0.7666666666666667,30,18,0.48860310650029387,2,1.8577386369173512,High-activity balanced
Dulich A.,18,0.4,-0.3333333333333333,-2.488888888888889,45,11,0.49332560295237776,2,1.3366725305208935,High-activity balanced
Efimenko I.,16,0.45714285714285713,-0.2571428571428571,-1.7142857142857142,35,10,0.49122060252672495,2,1.3862318018373065,High-activity balanced
Fedoryshyn I.,43,0.6231884057971014,0.5942028985507246,2.7971014492753623,69,9,0.5578416921391508,2,2.5925740016396177,High-activity balanced
Fylypiv R.,24,0.6,0.175,0.325,40,14,0.46694147157190635,2,1.398586317544748,High-activity balanced
Gomilko O.,29,0.5178571428571429,-0.07142857142857142,-0.4107142857142857,56,11,0.49063534429945294,2,0.75415520082377,High-activity balanced
Gribkov D.,18,0.5294117647058824,0.11764705882352941,1.4705882352941178,34,10,0.5019335812969689,2,1.2536341880171094,High-activity balanced
Hainiuk V.,24,0.48,-0.1,-0.08,50,7,0.5176643990929705,2,1.6699339421028143,High-activity balanced
Hala P.,14,0.5,0.0,0.35714285714285715,28,17,0.46956998843179765,2,1.818877654708751,High-activity balanced
Herink J.,15,0.6,0.2,0.92,25,11,0.5343053173241852,2,1.8390247458272206,High-activity balanced
Hlaholev M.,25,0.45454545454545453,-0.14545454545454545,-1.9636363636363636,55,11,0.518401719053893,2,1.0519379727607647,High-activity balanced
Hnoievoi R.,30,0.46875,-0.25,-1.140625,64,17,0.4860475010853038,2,1.4568770504417228,High-activity balanced
Homylko A.,30,0.4411764705882353,-0.11764705882352941,-0.19117647058823528,68,15,0.5057036662050873,2,1.135476840931962,High-activity balanced
Honchar Y.,22,0.44,-0.28,-0.3,50,7,0.49640030270481394,2,1.7196735848509532,High-activity balanced
Horak D.,22,0.6111111111111112,0.75,4.638888888888889,36,13,0.5649602727727728,2,2.7231969551320088,High-activity balanced
Horbanenko O.,33,0.5076923076923077,0.06153846153846154,-0.046153846153846156,65,5,0.49846153846153846,2,2.2565677153127255,High-activity balanced
Hovorunets O.,50,0.6329113924050633,0.6708860759493671,2.1139240506329116,79,15,0.4454035468765317,2,2.70954683588739,High-activity balanced
Hrymovskyi O.,30,0.47619047619047616,-0.031746031746031744,-0.6825396825396826,63,7,0.5692203005319556,2,2.621208307538976,High-activity balanced
Hryshchenko O.,43,0.5443037974683544,0.26582278481012656,2.1012658227848102,79,9,0.5137783139831157,2,1.9958091291645443,High-activity balanced
Huchok A.,23,0.2875,-0.825,-4.625,80,11,0.5469296277506112,2,3.1429591197900653,High-activity balanced
Husiev V.,21,0.4375,-0.3333333333333333,-2.375,48,9,0.4795322395952648,2,1.6233981620702747,High-activity balanced
Isakov V.,24,0.4067796610169492,-0.4067796610169492,-2.440677966101695,59,11,0.5131746656324041,2,1.3991885431493278,High-activity balanced
Kalev L.,45,0.6521739130434783,0.6231884057971014,2.782608695652174,69,19,0.4809519965210502,2,2.490486856882199,High-activity balanced
Kim D.,24,0.48,-0.18,-0.38,50,7,0.5176643990929705,2,1.6903014305853312,High-activity balanced
Kistechko M.,38,0.4578313253012048,-0.14457831325301204,-1.216867469879518,83,10,0.5028956095428653,2,1.9351578951145514,High-activity balanced
Klymenko K.,19,0.5428571428571428,0.37142857142857144,0.34285714285714286,35,16,0.4818699398265248,2,1.3869433555790012,High-activity balanced
Kolesnykov V.,13,0.43333333333333335,-0.4,-0.7666666666666667,30,15,0.5032299586501268,2,1.3974056302128657,High-activity balanced
Kolos Y.,23,0.5227272727272727,0.022727272727272728,-0.7727272727272727,44,11,0.505107283900133,2,0.7030069437375298,High-activity balanced
Kondratenko V.,12,0.48,-0.28,0.56,25,12,0.48808055360075064,2,1.465954532783815,High-activity balanced
Korobko V.,44,0.6376811594202898,0.7101449275362319,3.5217391304347827,69,11,0.4843300189326762,2,2.1085782002739815,High-activity balanced
Korobov A.,18,0.5142857142857142,0.02857142857142857,-0.34285714285714286,35,11,0.4788571428571428,2,1.1976204059083924,High-activity balanced
Kostiuk B.,32,0.5,0.078125,1.5,64,13,0.4907949671899746,2,0.8998443782606432,High-activity balanced
Kovalchuk K.,30,0.6,0.28,-0.02,50,7,0.4936643990929705,2,1.7937848289021456,High-activity balanced
Kovalchuk O.,30,0.42857142857142855,-0.37142857142857144,-1.7714285714285714,70,24,0.4844626067007351,2,3.2178211052080226,High-activity balanced
Kovshun Y.,17,0.5483870967741935,0.5483870967741935,2.5161290322580645,31,15,0.4989817154749517,2,1.5675776063231959,High-activity balanced
Krames J.,21,0.5384615384615384,0.5641025641025641,2.8205128205128207,39,11,0.5290458937198067,2,1.609580150938789,High-activity balanced
Kubat M.,9,0.47368421052631576,0.10526315789473684,0.631578947368421,19,11,0.5108307256855653,2,1.7237404609823168,High-activity balanced
Kulishov H.,30,0.42857142857142855,-0.2,0.2857142857142857,70,8,0.5324995014619479,2,1.97439984663307,High-activity balanced
Kurischenko Y.,24,0.48,0.02,1.04,50,10,0.4684915374681456,2,1.3390718192695459,High-activity balanced
Kurylenko O.,22,0.4074074074074074,-0.37037037037037035,-1.6851851851851851,54,18,0.5087026335254209,2,1.6502827038284076,High-activity balanced
Kushnir V.,18,0.45,-0.175,-0.15,40,8,0.47764674373457117,2,1.6775870054472433,High-activity balanced
Kuzmenko D.,15,0.4838709677419355,-0.12903225806451613,1.4838709677419355,31,14,0.4582312146145905,2,1.7281223827293222,High-activity balanced
Kuzmych V.,32,0.5925925925925926,0.35185185185185186,0.8518518518518519,54,15,0.47330781731635835,2,1.3117430618565353,High-activity balanced
Kyilo V.,33,0.4520547945205479,-0.0958904109589041,-0.5068493150684932,73,9,0.5357805787220995,2,1.8982842343753243,High-activity balanced
Lazuryk D.,41,0.5774647887323944,0.4647887323943662,3.704225352112676,71,11,0.47591319101046964,2,1.9816200768003163,High-activity balanced
Levyn S.,19,0.38,-0.42,-1.74,50,14,0.48584897231966456,2,1.3005844520517655,High-activity balanced
Lipkan D.,22,0.5,-0.09090909090909091,-1.2727272727272727,44,13,0.4720377451497837,2,1.0605867770745772,High-activity balanced
Lobas V.,24,0.6,0.35,1.975,40,14,0.48654334987150233,2,1.2498084769119802,High-activity balanced
Lukes T.,27,0.5094339622641509,0.05660377358490566,-0.37735849056603776,53,21,0.5074684315958631,2,2.0875807698777282,High-activity balanced
Lushchyk A.,30,0.6,0.42,1.7,50,19,0.502203761188885,2,1.8489358263182232,High-activity balanced
Lyevshyn V.,60,0.6382978723404256,0.5425531914893617,2.9574468085106385,94,8,0.5232855036060854,2,3.0495376321118957,High-activity balanced
Lykhytskyi O.,23,0.4339622641509434,-0.33962264150943394,-1.4339622641509433,53,10,0.46497941471660287,2,1.616887504215263,High-activity balanced
Lyman O.,23,0.5111111111111111,0.08888888888888889,0.6888888888888889,45,13,0.4542216904719239,2,1.477602291552711,High-activity balanced
Maliuk S.,12,0.42857142857142855,-0.5,-1.4285714285714286,28,15,0.4779294969505677,2,1.7566523506624707,High-activity balanced
Maltsev D.,13,0.52,0.16,-0.6,25,10,0.514382017982018,2,1.5905564968317496,High-activity balanced
Marasek D.,17,0.53125,0.03125,1.28125,32,18,0.5333045346348707,2,1.8658853792728571,High-activity balanced
Marchuk M.,26,0.40625,-0.5625,-3.25,64,15,0.5260746286703492,2,1.8251191093105852,High-activity balanced
Marko J.,11,0.5,0.045454545454545456,0.13636363636363635,22,14,0.49677650352313024,2,1.4711513817675188,High-activity balanced
Martinka S.,19,0.5428571428571428,0.5142857142857142,1.2285714285714286,35,14,0.49928240140581337,2,1.1805169829401052,High-activity balanced
Masko Y.,34,0.5230769230769231,0.03076923076923077,-0.6307692307692307,65,5,0.4953846153846154,2,2.2770123651825402,High-activity balanced
Maslovskyi A.,21,0.45652173913043476,-0.2608695652173913,-1.3478260869565217,46,9,0.5053367526193613,2,1.2814572101794817,High-activity balanced
Mazur R.,14,0.4666666666666667,-0.36666666666666664,-0.5666666666666667,30,12,0.5041111111111111,2,1.2425382530258582,High-activity balanced
Melnic F.,29,0.453125,-0.296875,-1.625,64,15,0.5211479603918863,2,1.2673527315376076,High-activity balanced
Melnik O.,18,0.5142857142857142,-0.11428571428571428,-1.0285714285714285,35,7,0.4844647450548072,2,1.8988373574496291,High-activity balanced
Miroshnychenko S.,26,0.5777777777777777,0.35555555555555557,0.6444444444444445,45,16,0.4628111192456178,2,1.6093097243935743,High-activity balanced
Mischenko S.,28,0.5714285714285714,0.40816326530612246,2.2448979591836733,49,11,0.5151009170911677,2,1.1832954914042186,High-activity balanced
Mishchenko O.,34,0.5230769230769231,0.09230769230769231,0.9692307692307692,65,14,0.4914407061374951,2,0.9172445612346136,High-activity balanced
Mishchenko V.,24,0.4897959183673469,-0.16326530612244897,0.061224489795918366,49,17,0.5181174203623183,2,1.1495949573521176,High-activity balanced
Mokryak I.,15,0.4411764705882353,-0.17647058823529413,0.4117647058823529,34,15,0.5192369200843616,2,1.1903875763910454,High-activity balanced
Moriak A.,20,0.5,0.15,1.625,40,11,0.5052261904761906,2,0.9107280660874058,High-activity balanced
Mrykh M.,23,0.5227272727272727,0.022727272727272728,-0.4090909090909091,44,12,0.512644453358739,2,0.5540795122505212,High-activity balanced
Mytsyk A.,23,0.46938775510204084,-0.16326530612244897,-2.1020408163265305,49,21,0.5181532218798849,2,2.2468434839868268,High-activity balanced
Nadporozhskyi O.,21,0.6,0.5714285714285714,1.4285714285714286,35,16,0.5162581445428479,2,1.6103916766903787,High-activity balanced
Nikolenko S.,33,0.42857142857142855,-0.16883116883116883,0.19480519480519481,77,11,0.5265819773612197,2,1.7214036875650558,High-activity balanced
Oanza M.,17,0.4857142857142857,0.2,1.3428571428571427,35,11,0.5000397245854864,2,1.0673616008589948,High-activity balanced
Okopnyi V.,29,0.46774193548387094,-0.24193548387096775,-0.8387096774193549,62,11,0.5022461735691482,2,0.9639531136198553,High-activity balanced
Onykyienko V.,21,0.35,-0.5333333333333333,-3.216666666666667,60,11,0.5427362055933485,2,2.1443899449177133,High-activity balanced
Pashkevich R.,21,0.5121951219512195,0.04878048780487805,-1.8780487804878048,41,10,0.5306386407793755,2,1.3797037510486556,High-activity balanced
Pavlyuk O.,33,0.3626373626373626,-0.6373626373626373,-2.5494505494505493,91,10,0.5485536242655973,2,3.0309701525183397,High-activity balanced
Peretiatko A.,26,0.5306122448979592,0.16326530612244897,0.08163265306122448,49,19,0.4900854562949634,2,1.6217516917073385,High-activity balanced
Pereyaslavsky D.,29,0.4461538461538462,-0.4,-2.3384615384615386,65,9,0.5005342175397488,2,1.6608010827191824,High-activity balanced
Pesternikov D.,34,0.4927536231884058,0.11594202898550725,1.7971014492753623,69,10,0.5136133242623712,2,1.3996769502957729,High-activity balanced
Pisceanschi V.,17,0.425,-0.225,-0.9,40,15,0.5263829319072192,2,1.2153481105857493,High-activity balanced
Pitsyk S.,33,0.5076923076923077,0.06153846153846154,1.2307692307692308,65,9,0.4935670191631245,2,1.3847375452374076,High-activity balanced
Pleskach V.,21,0.42857142857142855,-0.30612244897959184,-1.2040816326530612,49,18,0.4936214623149031,2,1.5317704232978395,High-activity balanced
Plyska O.,15,0.4411764705882353,-0.38235294117647056,-1.0,34,18,0.49780207783890756,2,1.7221217758132947,High-activity balanced
Polysynskyi M.,31,0.41333333333333333,-0.38666666666666666,-1.8666666666666667,75,12,0.5121809730961886,2,1.671080819413598,High-activity balanced
Ponomarenko O.,19,0.5428571428571428,0.2857142857142857,0.22857142857142856,35,16,0.4836686922955631,2,1.3200698743755992,High-activity balanced
Prilepa D.,26,0.48148148148148145,-0.16666666666666666,-0.6666666666666666,54,15,0.5394510123298777,2,1.2566316892246543,High-activity balanced
Provaznik L.,24,0.5106382978723404,0.10638297872340426,0.1276595744680851,47,19,0.5214876623594759,2,1.6561065052593527,High-activity balanced
Provaznik P.,10,0.4166666666666667,-0.20833333333333334,-0.3333333333333333,24,13,0.5054228707874541,2,1.4991477343986641,High-activity balanced
Pyrtyk B.,19,0.4222222222222222,-0.26666666666666666,0.044444444444444446,45,11,0.5231188698580003,2,1.0858941239550417,High-activity balanced
Rak S.,59,0.6344086021505376,0.6666666666666666,2.78494623655914,93,18,0.49082486799692493,2,2.981801190750204,High-activity balanced
Rehotun D.,37,0.5285714285714286,-0.05714285714285714,-1.0,70,11,0.48079130899196637,2,1.3764633259969448,High-activity balanced
Reva Y.,20,0.4444444444444444,-0.37777777777777777,-2.2666666666666666,45,10,0.5213791887125221,2,1.4135220027156665,High-activity balanced
Romanenko I.,15,0.45454545454545453,-0.09090909090909091,-0.21212121212121213,33,9,0.4800159479572729,2,1.5859479987349911,High-activity balanced
Rotaru S.,19,0.5588235294117647,0.29411764705882354,1.411764705882353,34,12,0.5263314757204388,2,1.3081856481516512,High-activity balanced
Ryndia V.,24,0.6,0.475,1.65,40,13,0.4894246031746031,2,1.241162960923339,High-activity balanced
Sabuka D.,19,0.5,-0.18421052631578946,-0.5263157894736842,38,23,0.4485985661496603,2,3.132333569080108,High-activity balanced
Sachuk S.,23,0.6571428571428571,0.6571428571428571,2.2285714285714286,35,17,0.5241621742394276,2,2.104222674520926,High-activity balanced
Samofal Y.,42,0.65625,0.46875,2.0625,64,13,0.4605382541408309,2,1.9834789321700321,High-activity balanced
Sedin V.,37,0.5285714285714286,0.02857142857142857,0.9428571428571428,70,9,0.5809987554163486,2,2.7467797846184436,High-activity balanced
Sheremeta V.,36,0.5538461538461539,0.16923076923076924,1.123076923076923,65,18,0.4781047301177665,2,1.739915864319328,High-activity balanced
Shkepu S.,17,0.3953488372093023,-0.4186046511627907,-3.395348837209302,43,14,0.5057113466117625,2,1.488053807587567,High-activity balanced
Shypilov A.,28,0.5185185185185185,0.3148148148148148,1.1296296296296295,54,8,0.46596438953501446,2,1.8193702135729215,High-activity balanced
Sklyarenko A.,26,0.52,0.04,-0.4,50,12,0.5115091845091845,2,0.42905330462158625,High-activity balanced
Skripnik S.,16,0.45714285714285713,0.0,0.2857142857142857,35,10,0.5261206390594145,2,1.349582497756058,High-activity balanced
Skrypnyk O.,34,0.5074626865671642,-0.22388059701492538,-0.8955223880597015,67,3,0.4943194475384273,2,2.8283066354303856,High-activity balanced
Slozka M.,21,0.4772727272727273,0.022727272727272728,1.5227272727272727,44,10,0.49413919413919416,2,1.0192280937741975,High-activity balanced
Sochor A.,18,0.5,-0.2777777777777778,-1.3333333333333333,36,12,0.5560185185185185,2,1.8465336748013266,High-activity balanced
Sokolov S.,47,0.6714285714285714,0.6714285714285714,2.2,70,16,0.4789328212070044,2,2.1738505883482766,High-activity balanced
Sokoltsov Y.,36,0.6,0.45,1.6666666666666667,60,9,0.47464514959974885,2,1.7780142895947793,High-activity balanced
Solomko R.,29,0.4915254237288136,0.05084745762711865,0.3050847457627119,59,10,0.49217732975464584,2,0.9852899557564665,High-activity balanced
Solomko S.,18,0.5806451612903226,0.3225806451612903,1.6129032258064515,31,17,0.5092792196565356,2,1.6545426613628054,High-activity balanced
Sprongl J.,13,0.41935483870967744,-0.45161290322580644,-2.5483870967741935,31,15,0.43997015875698586,2,2.4605418299788506,High-activity balanced
Stehlik E.,10,0.5,-0.3,-1.15,20,15,0.4694513457556936,2,1.986163585808978,High-activity balanced
Stehlik M.,16,0.47058823529411764,-0.14705882352941177,-1.3823529411764706,34,20,0.5098807594106135,2,2.0733480945784155,High-activity balanced
Stepanchuk Y.,24,0.5333333333333333,0.28888888888888886,1.9111111111111112,45,16,0.49373192239858904,2,1.1089050537616076,High-activity balanced
Strutynskyi O.,13,0.38235294117647056,-0.23529411764705882,0.17647058823529413,34,13,0.5460463875952858,2,1.7552954096584885,High-activity balanced
Stukalov V.,20,0.5882352941176471,0.4411764705882353,1.9705882352941178,34,16,0.47307180535433807,2,1.7568516470018758,High-activity balanced
Sydorak N.,31,0.45588235294117646,-0.36764705882352944,-1.8823529411764706,68,13,0.506286947068463,2,1.2586374723993554,High-activity balanced
Syksa A.,26,0.49056603773584906,-0.09433962264150944,-0.03773584905660377,53,20,0.4722167580645599,2,2.0368224156086714,High-activity balanced
Tebenko Y.,44,0.5176470588235295,0.0,0.09411764705882353,85,16,0.47782708893597375,2,2.069223850452875,High-activity balanced
Titov A.,20,0.6060606060606061,0.42424242424242425,1.6363636363636365,33,13,0.5037617972314146,2,1.356498733270014,High-activity balanced
Tkachenko K.,15,0.5,-0.03333333333333333,0.6,30,12,0.48323015873015873,2,1.2296091133373275,High-activity balanced
Tkachov S.,35,0.5147058823529411,0.08823529411764706,1.25,68,12,0.5499632769985006,2,1.7196910956706382,High-activity balanced
Torba R.,53,0.6794871794871795,0.8205128205128205,4.551282051282051,78,11,0.47663477789665876,2,2.741934984338309,High-activity balanced
Tsolik P.,25,0.4807692307692308,-0.09615384615384616,-0.11538461538461539,52,9,0.5099950486524941,2,1.1184379651691847,High-activity balanced
Tupyk M.,27,0.43548387096774194,-0.25806451612903225,-0.9516129032258065,62,18,0.5490673286890337,2,2.0764078933096437,High-activity balanced
Tveritinov R.,25,0.4807692307692308,-0.11538461538461539,-1.0769230769230769,52,13,0.56178497328627,2,1.7856103400062704,High-activity balanced
Valenda D.,18,0.375,-0.5,-2.7291666666666665,48,16,0.508067909644739,2,1.6213024925150326,High-activity balanced
Vasylets A.,33,0.55,0.5,2.8666666666666667,60,19,0.43873086957568136,2,2.7434825128712244,High-activity balanced
